院校名称,专业,2020投档计划数,2020最低分,2020投档最低位次,2021投档计划数,2021最低分,2021投档最低位次,2022投档计划数,2022最低分,2022投档最低位次,特点,一流大学与一流学科,院校性质,平均最低投档线
江西中医药大学,计算机科学与技术,none,none,none,2,523,103239,5,521,106558,省重点,none,公办,104899
中国民用航空飞行学院,计算机科学与技术,9,534,105975,7,522,105850,5,521,105630,省重点,none,公办,105818
湖南第一师范学院,计算机科学与技术,1,532,110424,4,521,106344,4,520,108002,none,none,公办,108257
齐鲁工业大学,计算机科学与技术(校企合作，与山东亿云信息技术有限公司合作),none,none,none,40,517,114718,40,523,102629,none,none,公办,108674
济南大学,计算机科学与技术(校企合作，与浪潮软件股份有限公司合作),120,524,123850,120,520,108757,120,527,95567,省重点,none,公办,109391
黑龙江科技大学,计算机科学与技术,5,527,118022,3,519,111539,3,520,107268,省重点,none,公办,112276
长春师范大学,计算机科学与技术(师范类),none,none,none,4,518,113141,6,518,112669,none,none,公办,112905
长春大学,计算机科学与技术,3,523,125266,3,515,117830,2,526,96397,none,none,公办,113164
江苏科技大学苏州理工学院,计算机科学与技术,2,519,132260,2,509,131232,2,538,76426,none,none,民办,113306
青岛农业大学,计算机科学与技术,62,529,114340,134,517,114821,67,518,110962,省重点,none,公办,113374
江西科技师范大学,计算机科学与技术,3,515,140450,2,524,101051,2,524,100436,none,none,公办,113979
辽宁石油化工大学,计算机科学与技术,2,525,122054,2,517,115092,2,520,108178,省重点,none,公办,115108
山东农业大学,计算机类,254,526,120026,262,517,114530,260,518,111147,省重点,none,公办,115234
常熟理工学院,计算机科学与技术(嵌入式培养),2,526,120355,2,515,118366,2,520,107107,none,none,公办,115276
成都工业学院,计算机类,4,521,128823,3,517,115063,2,522,103808,none,none,公办,115898
山东建筑大学,计算机类,400,528,116190,384,516,116832,248,516,115365,省重点,none,公办,116129
河北农业大学,计算机类,none,none,none,none,none,none,10,516,116262,省重点,none,公办,116262
绍兴文理学院,计算机类,5,527,118957,5,517,113772,none,none,none,none,none,公办,116365
北华航天工业学院,计算机科学与技术,2,520,131045,2,517,113876,2,520,108176,none,none,公办,117699
山东财经大学,计算机科学与技术(校企合作，与慧科合作),100,527,117752,none,none,none,none,none,none,省重点,none,公办,117752
沈阳农业大学,计算机科学与技术,2,524,123391,4,517,114012,none,none,none,全国重点,none,公办,118702
河北金融学院,计算机科学与技术,2,529,115433,2,513,122110,none,none,none,none,none,公办,118772
重庆科技学院,计算机类,none,none,none,5,512,124925,5,517,113512,none,none,公办,119219
湖北民族大学,计算机类,2,525,121953,none,none,none,none,none,none,none,none,公办,121953
景德镇陶瓷大学,计算机科学与技术,1,512,145313,1,518,112027,1,519,110536,省重点,none,公办,122625
西北民族大学,计算机类,4,524,123196,4,514,119803,6,511,124954,省重点,none,公办,122651
河北金融学院,计算机类,none,none,none,4,514,120079,6,510,127176,none,none,公办,123628
湖北理工学院,计算机类,4,519,133467,2,513,123519,2,517,113939,none,none,公办,123642
西南民族大学,计算机类(只招少数民族考生),4,516,137971,4,519,110085,none,none,none,none,none,公办,124028
聊城大学,计算机科学与技术,73,521,129000,69,513,123051,65,513,121276,none,none,公办,124442
青海师范大学,计算机科学与技术,none,none,none,none,none,none,3,511,125330,省重点,none,公办,125330
吉林农业大学,计算机类,4,516,137745,4,513,122271,3,513,120966,省重点,none,公办,126994
赣南师范大学,计算机科学与技术,2,520,130471,4,512,124799,none,none,none,none,none,公办,127635
安徽科技学院,计算机科学与技术,1,516,137815,1,515,118072,none,none,none,none,none,公办,127944
丽水学院,计算机科学与技术,3,520,130376,3,511,126451,3,510,127217,none,none,公办,128015
沈阳师范大学,计算机科学与技术,10,515,140547,3,513,122113,4,513,122381,none,none,公办,128347
临沂大学,计算机科学与技术(师范类),27,519,132316,32,512,125314,94,510,128109,none,none,公办,128580
闽江学院,计算机科学与技术,none,none,none,2,510,128292,2,510,128932,省重点,none,公办,128612
山东建筑大学,计算机类(济南走读),none,none,none,none,none,none,30,510,128740,省重点,none,公办,128740
闽南师范大学,计算机科学与技术,none,none,none,4,509,130095,4,509,129396,省重点,none,公办,129746
内蒙古工业大学,计算机科学与技术,none,none,none,3,507,134775,3,511,125409,省重点,none,公办,130092
重庆文理学院,计算机类,3,519,132620,4,511,127292,3,508,131326,none,none,公办,130413
广西民族大学,计算机科学与技术,3,516,138896,3,512,124586,1,509,129536,省重点,none,公办,131006
齐鲁工业大学,计算机科学与技术(校企合作，与山东师创软件有限公司合作),30,520,131192,none,none,none,none,none,none,none,none,公办,131192
齐齐哈尔大学,计算机类,4,514,142493,2,511,126173,3,510,127072,省重点,none,公办,131913
华北科技学院,计算机科学与技术,4,515,141030,3,510,129090,3,511,125876,none,none,公办,131999
内蒙古科技大学,计算机科学与技术,none,none,none,none,none,none,5,508,132169,none,none,公办,132169
山东第一医科大学,计算机科学与技术,40,518,135412,40,509,129717,none,none,none,none,none,公办,132565
山西农业大学,计算机类,4,515,141347,3,509,130900,2,510,127756,全国重点,none,公办,133334
湖北警官学院,计算机科学与技术,4,517,136835,3,508,132981,3,508,131759,none,none,公办,133858
防灾科技学院,计算机类,5,513,144480,3,508,132132,4,510,127317,none,none,公办,134643
齐鲁工业大学,计算机科学与技术(校企合作，与济南网融创业服务有限公司合作),30,518,134704,none,none,none,none,none,none,none,none,公办,134704
南昌工程学院,计算机科学与技术,none,none,none,none,none,none,4,507,135051,none,none,公办,135051
井冈山大学,计算机科学与技术,4,515,141091,4,508,132620,4,507,133407,none,none,公办,135706
山西大同大学,计算机科学与技术,none,none,none,15,506,136134,none,none,none,none,none,公办,136134
吉林建筑大学,计算机科学与技术,13,516,138690,13,506,136275,2,507,133594,省重点,none,公办,136186
东南大学成贤学院,计算机科学与技术,1,528,116193,none,none,none,2,496,159171,none,none,民办,137682
辽宁科技学院,计算机科学与技术,2,512,145444,2,507,134305,2,507,133996,none,none,公办,137915
沈阳理工大学,计算机科学与技术(中外合作办学),none,none,none,none,none,none,2,504,140118,省重点,none,公办,140118
湖州师范学院,计算机类,4,510,150750,4,506,136070,4,506,135608,none,none,公办,140809
齐鲁师范学院,计算机科学与技术(师范类),17,515,139969,37,504,140684,43,503,143186,none,none,公办,141280
南昌工程学院,计算机类,2,512,145440,2,506,137247,none,none,none,none,none,公办,141344
郑州师范学院,计算机科学与技术,2,513,144559,3,504,140960,3,504,140872,none,none,公办,142130
衡阳师范学院,计算机科学与技术,1,504,162776,1,507,135214,1,508,131437,none,none,公办,143142
南京工业大学浦江学院,计算机科学与技术,2,486,197418,2,476,204234,2,579,29223,none,none,民办,143625
中原工学院,计算机类,2,512,145551,2,503,142287,none,none,none,none,none,公办,143919
郑州航空工业管理学院,计算机类,4,513,144215,10,501,146690,2,503,142931,none,none,公办,144612
北京城市学院,计算机科学与技术,1,510,149619,1,503,142468,1,502,144350,none,none,民办,145479
内蒙古农业大学,计算机类,4,511,147587,7,502,146171,5,503,144103,省重点,none,公办,145954
长江师范学院,计算机类,none,none,none,3,502,146266,none,none,none,none,none,公办,146266
福建工程学院,计算机科学与技术,12,512,146405,none,none,none,none,none,none,省重点,none,公办,146405
山东交通学院,计算机科学与技术,44,509,152691,45,501,147420,43,503,143275,none,none,公办,147795
北方民族大学,计算机类,5,508,153945,5,501,148029,5,503,142301,省重点,none,公办,148092
山东工商学院,计算机科学与技术,78,508,154486,91,500,150818,51,504,141830,none,none,公办,149045
湘南学院,计算机科学与技术,2,510,151036,4,500,149489,4,501,148088,none,none,公办,149538
东南大学成贤学院,计算机类,none,none,none,3,500,150395,none,none,none,none,none,民办,150395
重庆三峡学院,计算机科学与技术,2,504,161200,3,500,149153,2,503,142214,none,none,公办,150856
湖南工学院,计算机科学与技术,2,506,157243,2,500,149607,2,501,146832,none,none,公办,151227
新疆师范大学,计算机科学与技术(师范类),none,none,none,9,500,150641,8,499,152726,省重点,none,公办,151684
重庆第二师范学院,计算机科学与技术,none,none,none,6,495,160627,3,503,143277,none,none,公办,151952
南昌师范学院,计算机科学与技术(师范类),2,505,160404,1,500,149151,1,501,147034,none,none,公办,152196
临沂大学,计算机科学与技术(校企合作，与山东全通网融科技有限公司合作),66,516,137979,70,492,167108,none,none,none,none,none,公办,152544
洛阳理工学院,计算机科学与技术,4,506,157798,4,498,154131,4,501,147037,none,none,公办,152989
潍坊学院,计算机科学与技术,40,505,159826,40,498,153593,51,500,148838,none,none,公办,154086
南宁师范大学,计算机科学与技术(师范类),6,498,173327,3,501,148215,3,502,144427,none,none,公办,155323
上海建桥学院,计算机科学与技术,none,none,none,2,496,158488,2,499,152535,none,none,民办,155512
淮阴工学院,计算机科学与技术,3,507,156011,none,none,none,none,none,none,none,none,公办,156011
新疆财经大学,计算机科学与技术,2,503,163307,2,499,151216,7,497,156113,省重点,none,公办,156879
吉林化工学院,计算机科学与技术,2,503,163139,2,497,155917,2,498,155126,none,none,公办,158061
内蒙古民族大学,计算机科学与技术,2,505,160403,2,496,158544,2,497,156271,省重点,none,公办,158406
湖北文理学院,计算机类,4,504,161817,6,495,161711,2,499,152407,none,none,公办,158645
西藏民族大学,计算机科学与技术,5,503,163360,10,496,159363,10,498,153237,none,none,公办,158653
太原师范学院,计算机科学与技术(师范类),none,none,none,4,497,156708,4,495,160814,none,none,公办,158761
山东第一医科大学,计算机科学与技术(校企合作，与青岛青软实训教育科技合作),none,none,none,50,493,165233,50,498,153383,none,none,公办,159308
青海民族大学,计算机科学与技术,2,504,162688,none,none,none,2,495,160139,none,none,公办,161414
南阳理工学院,计算机科学与技术,6,501,167203,6,494,163184,2,498,154918,none,none,公办,161768
电子科技大学成都学院,计算机类,4,504,162002,none,none,none,none,none,none,none,none,民办,162002
重庆第二师范学院,计算机类,8,503,163959,none,none,none,none,none,none,none,none,公办,163959
长春工程学院,计算机科学与技术,3,501,167009,3,493,165320,4,494,162933,none,none,公办,165087
山东理工大学,计算机科学与技术(中外合作办学)(中爱合作办学),none,none,none,80,492,167557,none,none,none,省重点,none,公办,167557
南京特殊教育师范学院,计算机科学与技术(嵌入式培养),3,499,170878,3,493,164830,3,492,167366,none,none,公办,167691
大连理工大学城市学院,计算机科学与技术,2,506,158400,2,493,165984,2,486,181036,none,none,民办,168473
安阳师范学院,计算机科学与技术,4,500,169181,4,492,166848,6,491,170872,none,none,公办,168967
青岛农业大学,计算机科学与技术(校企合作，与青岛英谷教育科技公司合作),70,499,171733,226,492,167544,228,492,168241,省重点,none,公办,169173
山东理工大学,计算机科学与技术(中外合作办学)(招收中爱合作办学),80,495,179556,none,none,none,80,496,158826,省重点,none,公办,169191
邵阳学院,计算机科学与技术,3,501,167741,3,491,169541,3,491,170991,none,none,公办,169424
哈尔滨学院,计算机科学与技术,4,499,171643,4,492,168351,2,492,168809,none,none,公办,169601
佳木斯大学,计算机科学与技术,none,none,none,25,491,170183,none,none,none,省重点,none,公办,170183
怀化学院,计算机科学与技术,1,497,175803,2,492,168136,3,492,167385,none,none,公办,170441
河南财政金融学院,计算机科学与技术,2,499,171979,4,491,169811,2,491,170328,none,none,公办,170706
沧州师范学院,计算机科学与技术,2,499,172481,2,491,169721,3,491,170277,none,none,公办,170826
南京特殊教育师范学院,计算机科学与技术,3,499,170878,none,none,none,none,none,none,none,none,公办,170878
河北水利电力学院,计算机类,8,499,170961,none,none,none,none,none,none,none,none,公办,170961
吉林警察学院,计算机科学与技术,2,502,164882,20,491,169860,20,488,178298,none,none,公办,171013
海南热带海洋学院,计算机类,6,494,181879,3,494,164176,3,492,167374,none,none,公办,171143
桂林航天工业学院,计算机科学与技术,none,none,none,3,489,174625,2,492,168549,none,none,公办,171587
厦门大学嘉庚学院,计算机科学与技术,3,505,159793,3,492,168418,3,484,187620,none,none,民办,171944
滇西应用技术大学,计算机科学与技术,3,486,197512,1,495,160354,2,496,158782,none,none,公办,172216
长春工业大学,计算机科学与技术(中外合作办学),5,495,180096,5,491,170623,5,493,166005,省重点,none,公办,172241
济宁医学院,计算机科学与技术,36,498,173169,46,490,173152,46,489,174224,none,none,公办,173515
山东中医药大学,计算机科学与技术(校企合作，与山东浪潮优派科技教育合作),none,none,none,110,489,174622,110,490,172735,省重点,none,公办,173679
天津仁爱学院,计算机科学与技术(中软国际华为云学院大数据方向特色班),none,none,none,1,489,174058,none,none,none,none,none,民办,174058
山东管理学院,计算机科学与技术,51,497,176434,58,489,174341,76,490,172709,none,none,公办,174495
周口师范学院,计算机科学与技术,2,495,178995,2,491,170127,none,none,none,none,none,公办,174561
广东石油化工学院,计算机科学与技术,none,none,none,none,none,none,3,489,175245,none,none,公办,175245
黄冈师范学院,计算机类,3,497,175513,5,489,174990,5,489,175709,none,none,公办,175404
淮阴师范学院,计算机科学与技术(嵌入式培养),7,498,173296,9,489,174453,15,487,179233,none,none,公办,175661
周口师范学院,计算机科学与技术(师范类),none,none,none,none,none,none,4,488,177461,none,none,公办,177461
太原工业学院,计算机类,none,none,none,12,488,176436,7,487,179098,none,none,公办,177767
商丘师范学院,计算机类,3,495,180874,3,489,175915,none,none,none,none,none,公办,178395
德州学院,计算机科学与技术,none,none,none,40,487,178605,none,none,none,none,none,公办,178605
黑龙江工程学院,计算机类,8,496,177149,7,487,179121,2,487,179631,none,none,公办,178634
电子科技大学成都学院,计算机科学与技术,none,none,none,3,489,174295,4,485,184115,none,none,民办,179205
湖南城市学院,计算机类,2,492,185637,2,490,172887,none,none,none,none,none,公办,179262
忻州师范学院,计算机科学与技术(师范类),none,none,none,2,488,177410,4,486,181164,none,none,公办,179287
太原学院,计算机科学与技术,3,494,181308,4,488,177577,6,487,180041,none,none,公办,179642
湖南城市学院,计算机科学与技术,2,492,185637,none,none,none,2,490,173823,none,none,公办,179730
泰山学院,计算机类,167,496,177228,126,487,178798,141,485,183443,none,none,公办,179823
吉林工商学院,计算机科学与技术,5,495,180394,2,487,179038,4,486,181905,none,none,公办,180446
新疆农业大学,计算机科学与技术,9,490,189536,10,487,179867,5,490,172206,省重点,none,公办,180536
湖南人文科技学院,计算机科学与技术,4,493,183552,4,488,176358,4,486,182344,none,none,公办,180751
九江学院,计算机科学与技术,3,493,183703,3,487,179979,3,487,178915,none,none,公办,180866
莆田学院,计算机科学与技术,2,494,181453,none,none,none,none,none,none,none,none,公办,181453
衡水学院,计算机科学与技术,2,493,183978,2,487,179279,2,486,182154,none,none,公办,181804
宝鸡文理学院,计算机类,none,none,none,5,486,180785,5,485,183535,none,none,公办,182160
周口师范学院,计算机科学与技术(渗透与测试),2,493,183762,2,486,180965,none,none,none,none,none,公办,182364
贵州师范大学,计算机科学与技术(3加1培养模式),10,495,178986,22,486,181240,24,484,187442,省重点,none,公办,182556
南开大学滨海学院,计算机类,3,493,183481,none,none,none,none,none,none,none,none,民办,183481
长春师范大学,计算机科学与技术(中外合作办学),6,491,187208,4,486,181164,4,486,182160,none,none,公办,183511
新余学院,计算机科学与技术,2,492,185247,2,485,183472,none,none,none,none,none,公办,184360
山东青年政治学院,计算机科学与技术(校企合作，与青岛英谷教育科技公司合作),none,none,none,20,491,171139,80,479,198800,none,none,公办,184970
河南城建学院,计算机科学与技术,5,492,185896,4,485,183314,5,484,185950,none,none,公办,185053
南京审计大学金审学院,计算机科学与技术,1,493,183963,1,482,190685,1,487,180824,none,none,民办,185157
通化师范学院,计算机科学与技术(师范类),none,none,none,4,486,181898,4,483,188728,none,none,公办,185313
南京邮电大学通达学院,计算机类,3,492,185327,none,none,none,none,none,none,none,none,民办,185327
龙岩学院,计算机科学与技术,2,491,187211,2,486,181305,2,482,191308,none,none,公办,186608
山西工程技术学院,计算机科学与技术,1,492,185520,2,484,186077,2,483,188423,none,none,公办,186673
安康学院,计算机科学与技术,none,none,none,none,none,none,2,484,187118,none,none,公办,187118
山东政法学院,计算机科学与技术(校企合作，与济南博赛网络技术有限公司合作),none,none,none,60,484,185798,60,483,189257,none,none,公办,187528
南昌理工学院,计算机科学与技术,none,none,none,3,488,177032,4,479,199286,none,none,民办,188159
河北民族师范学院,计算机科学与技术,11,491,188712,none,none,none,none,none,none,none,none,公办,188712
山东女子学院,计算机科学与技术,40,493,183462,172,482,190879,77,481,193001,none,none,公办,189114
珠海科技学院,计算机科学与技术,3,492,186504,3,481,192649,2,483,188308,none,none,民办,189154
新余学院,计算机科学与技术(软件开发),none,none,none,none,none,none,2,482,191081,none,none,公办,191081
新余学院,计算机科学与技术(智能科学),none,none,none,none,none,none,2,482,191386,none,none,公办,191386
南阳师范学院,计算机类,none,none,none,14,482,190380,14,482,192449,none,none,公办,191415
山西工学院,计算机科学与技术,none,none,none,8,479,197531,2,484,186818,none,none,公办,192175
长治学院,计算机科学与技术,none,none,none,none,none,none,1,482,192304,none,none,公办,192304
吕梁学院,计算机科学与技术,5,488,193407,5,483,188818,5,480,196073,none,none,公办,192766
北京工业大学耿丹学院,计算机类,1,470,230829,1,472,214016,1,507,134057,none,none,民办,192967
安顺学院,计算机类,1,486,198382,1,481,192356,1,482,192444,none,none,公办,194394
白城师范学院,计算机科学与技术,none,none,none,2,481,194140,2,480,195755,none,none,公办,194948
新乡学院,计算机类,none,none,none,5,481,192722,6,479,198000,none,none,公办,195361
贵州理工学院,计算机类,none,none,none,6,481,192528,6,479,199221,none,none,公办,195875
湖北文理学院理工学院,计算机科学与技术,1,483,204912,1,487,178903,1,477,203833,none,none,民办,195883
广西科技师范学院,计算机科学与技术(职教师资),3,487,196173,none,none,none,none,none,none,none,none,公办,196173
湖南科技大学潇湘学院,计算机科学与技术,1,487,196096,1,482,190891,1,478,201828,none,none,民办,196272
浙江工商大学杭州商学院,计算机科学与技术,2,495,180153,2,482,190224,4,471,218652,none,none,民办,196343
池州学院,计算机科学与技术,none,none,none,none,none,none,3,480,196385,none,none,公办,196385
潍坊学院,计算机科学与技术(校企合作，与青岛英谷教育科技公司合作),none,none,none,75,479,197332,80,480,196058,none,none,公办,196695
吉林工程技术师范学院,计算机科学与技术(师范类),none,none,none,none,none,none,5,479,197922,none,none,公办,197922
齐鲁师范学院,计算机科学与技术(校企合作，与青岛英谷教育科技股份有限公司合作),60,486,198311,80,479,198413,none,none,none,none,none,公办,198362
红河学院,计算机科学与技术,2,486,197715,2,479,198239,2,478,200493,none,none,公办,198816
黔南民族师范学院,计算机类,none,none,none,none,none,none,1,478,200371,none,none,公办,200371
长沙理工大学城南学院,计算机科学与技术,2,481,208336,2,474,209353,2,485,184358,none,none,民办,200682
黑河学院,计算机科学与技术,6,486,197795,6,479,198198,4,476,206515,none,none,公办,200836
武昌首义学院,计算机科学与技术(华为云特色班),none,none,none,1,481,193076,1,475,209026,none,none,民办,201051
塔里木大学,计算机科学与技术,20,485,199556,26,477,202741,18,478,201570,省重点,none,公办,201289
绥化学院,计算机科学与技术,6,486,198083,7,478,200371,4,476,206124,none,none,公办,201526
南京邮电大学通达学院,计算机科学与技术(嵌入式培养),6,480,210343,2,481,192948,3,477,203998,none,none,民办,202430
滨州学院,计算机科学与技术(校企合作，与青软创新科技集团有限公司合作),none,none,none,40,477,202618,none,none,none,none,none,公办,202618
呼和浩特民族学院,计算机科学与技术(云计算方向),2,482,206416,1,478,199841,none,none,none,none,none,公办,203129
